artist.name,title,terms,song_num,artist.hotttnesss,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,latitude,longitude,loudness,mode,start_of_fade_out,tatums_start,tempo,time_signature,year
Soda Stereo,Te Hacen Falta Vitaminas,rock,147,0.466826993,0.14825,0.14825,225.12281,0,0.711165787,11,37.15735675,-63.93335787,-3.818,0,203.593,0.14825,175.421,1,1984
Xmilk,Sense And Trick,thrash core,148,0.32138373,0.58192,0.10684,123.66322,0,0.4621406,9,37.15735675,-63.93335787,-4.633,0,119.705,0.10684,104.153,4,0
Dolce; Oscar G.,Fire (Oscar G Space Vocal Mix),folk-pop,149,0.3370893,0.64665,0.17678,525.16526,0.148,0.471577282,11,35.30914,-98.52102,-5.602,0,513.724,0.17678,127.278,4,0
Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),ccm,150,0.544446277,0.64194,0.26421,204.06812,0.415,0.669500125,6,35.66693,-80.46935,-5.157,1,193.562,0.07628,160.165,4,0
Schizoid,Grim Prospects (Version 2 Remix),breakcore,151,0.349192218,1.58691,0.18064,166.00771,0,0.495559652,5,37.15735675,-63.93335787,-1.925,1,162.366,0.18064,86.091,3,0
Toni Braxton Featuring Shaggy,Christmas In Jamaica,dance pop,152,0.555968804,0.28332,0.28332,219.01016,0.235,0.737972528,0,37.15735675,-63.93335787,-5.21,1,203.233,0.0827,149.94,4,2001
Perrey And Kingsley,Gossippo Perpetuo,easy listening,153,0.350327605,0.20197,0.20197,127.9473,0.165,0.530605798,0,37.15735675,-63.93335787,-12.717,1,123.222,0.20197,135.78,4,2001
Sven Tasnadi,2190 Dias Contigo,tech house,154,0.306603641,1.15604,0.29463,570.90567,0.15,0.480047819,7,37.15735675,-63.93335787,-12.28,1,538.372,0.08551,122.967,4,0
Eddie,No Control,frevo,155,0.362238747,0.6938,0.27306,230.00771,0,0.622684167,9,37.15735675,-63.93335787,-9.748,1,226.708,0.0611,142.024,4,0
Enthroned,The Vitalized Shell,black metal,156,0.395709548,0.89888,0.48245,240.74404,0,0.593416049,2,50.45663,4.87137,-4.878,0,240.744,0.48245,135.535,7,2010
Suzanne Ciani,Mozart,meditation,157,0.380704536,0.1659,0.1659,192.20853,0.357,0.631946666,2,37.77916,-122.42005,-23.988,1,183.229,0.1659,139.189,3,1989
Milan Band,Ciao Milan,serialism,158,0,1.8618,0.05108,152.0322,0.479,0.20107756,8,37.15735675,-63.93335787,-9.414,1,143.871,0.05108,128.598,5,0
Johnny Osbourne,Lend Me Your Chopper,roots reggae,159,0.409134869,1.07333,0.35811,215.30077,0.588,0.618765786,3,37.15735675,-63.93335787,-9.741,0,208.376,0.18068,163.445,4,2004
Dolly Parton,Letter To Heaven,bluegrass,160,0.603876487,1.14709,0.07152,155.21914,0,0.707335681,7,37.15735675,-63.93335787,-11.965,0,147.673,0.07152,114.027,3,1971
Rance Allen Group,Heaven is Where The Heart Is,jazz funk,161,0.31401179,0.23374,0.23374,207.12444,0.352,0.488008882,7,42.33168,-83.04792,-12.779,1,192.447,0.23374,111.316,1,0
Pearl Jam,Inside Job,grunge,162,0.60797181,2.24039,1.67818,428.56444,4.267,0.81444811,4,47.60356,-122.32944,-8.403,0,414.697,1.67818,105.994,3,2006
Natalie Cole,Take A Look  (LP Version),vocal jazz,163,0.507781667,1.61011,1.61011,185.7824,3.059,0.69044755,8,37.15735675,-63.93335787,-13.251,1,174.556,1.26705,88.489,1,0
Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),alternative metal,164,0.574274731,0.80159,0.29973,654.28853,3.048,0.780461749,7,37.15735675,-63.93335787,-5.884,0,638.462,0.29973,118.433,4,2009
Kiril Valeri,Bulgarian Dream,flamenco,165,0.433945514,1.1645,0.5406,306.72934,0,0.605874049,11,36.69094,-6.13487,-6.929,1,276.149,0.22825,96.007,4,0
Word,Amalgama,blues-rock,166,0.246340714,0.33922,0.33922,229.51138,3.233,0.638880206,9,37.15735675,-63.93335787,-4.198,1,222.285,0.17961,187.807,4,0
DJ Quik,Born and Raised In Compton,gangster rap,167,0.413393911,0.23293,0.23293,205.58322,0,0.712098902,7,37.15735675,-63.93335787,-6.998,0,202.931,0.23293,181.115,4,1991
Hank Locklin,We're Gonna Go Fishin',honky tonk,168,0.379436972,0.98812,0.17951,127.05914,0.322,0.635757022,2,37.15735675,-63.93335787,-12.772,1,114.724,0.17951,148.357,4,0
BT,Robbers Kill Cop,electronica,169,0.512226738,0.89966,0.46147,44.35546,0,0.786427083,1,34.23294,-102.4102,-18.147,0,44.355,0.46147,136.164,4,0
2-4 Grooves feat. Reki D.,Relax,vocal house,170,0.426944256,1.15739,0.69791,203.83302,2.067,0.622829997,4,37.15735675,-63.93335787,-7.661,0,195.117,0.69791,126.941,4,2009
The Jordanaires,Sweet By And By,country gospel,171,0.283562596,0.95034,0.55728,176.50893,0.497,0.382308283,5,37.20897,-93.29156,-17.308,1,165.535,0.55728,159.582,3,0
Descendents,Orgofart,hardcore punk,172,0.476559379,0.82038,0.04246,140.66893,0.078,0.727230316,6,37.15735675,-63.93335787,-28.347,0,135.285,0.04246,89.495,4,1986
L.A. Guns,Bitch Is Back,heavy metal,173,0.456940558,0.36695,0.36695,201.09016,0,0.665728336,5,29.78772,-95.82333,-2.869,0,201.09,0.05221,102.259,3,1988
Bare Jr.,Naked Albino,post-grunge,174,0.360583582,0.7081,0.09479,254.79791,0,0.53938059,10,37.15735675,-63.93335787,-7.309,1,236.141,0.09479,107.529,3,1998
Shelley Fabares,Johnny Loves Me (LP Version),brill building pop,175,0.370194701,1.79615,0.56961,143.0722,0.32,0.075124762,0,34.01156,-118.49229,-15.351,1,133.724,0.26777,99.408,4,0
Norrie Paramor,Dearly Beloved,easy listening,176,0.250601286,0.93377,0.20126,163.49995,2.171,0.312415123,9,52.88356,-1.97406,-25.694,1,156.212,0.20126,79.731,4,0
Gary Hobbs,The Look Of Love,tejano,177,0.389765518,0.27257,0.27257,289.64526,0,0.524700041,0,37.15735675,-63.93335787,-9.435,1,286.18,0.27257,188.502,1,0
Diesel Boy,Cooler Than You,pop rock,178,0.376688631,0.30566,0.30566,124.15955,0.38,0.567814264,11,38.43773,-122.71242,-4.793,1,122.015,0.10118,133.729,1,1998
Angelo Badalamenti,Taryns Deepest Fear,chill-out,179,0.399451724,0.64009,0.19422,167.3922,0.131,0.698770478,4,40.14323,-74.72671,-17.623,0,163.149,0.19422,139.136,4,0
Cradle Of Filth,Summer Dying Fast,sympho black metal,180,0.572583336,0.93541,0.32747,321.35791,0,0.784820389,2,37.15735675,-63.93335787,-6.2,0,312.761,0.17724,193.693,4,1994
Jim Chappell,Still,chamber jazz,181,0.361509802,0.67486,0.67486,263.94077,0.429,0.520204911,0,37.16793,-95.84502,-19.821,1,248.123,0.2855,76.693,4,0
Ladybug,Snapshot,dancehall,182,0.220050765,0.84998,0.37847,341.36771,0,0.479695608,10,40.71455,-74.00712,-9.632,1,324.679,0.1433,126.95,4,0
Bandido,End Of The Road (Head Hornys Remix),hard house,183,0.327858925,0.12319,0.12319,333.13914,0,0.463087254,6,37.15735675,-63.93335787,-5.671,1,317.719,0.12319,144.812,1,0
Brixx,7 Miles,rap,184,0,0.74492,0.30222,349.12608,0,0.515611096,11,37.15735675,-63.93335787,-11.708,0,338.506,0.08142,138.003,4,0
Nine Inch Nails,The Frail,industrial metal,185,0.598458501,0.70514,0.11379,168.56771,0,0.905776889,7,41.50471,-81.69074,-16.968,0,159.637,0.11379,130.284,4,1999
Susana Seivane,Para Milladoiro,gaita,186,0.297949266,0.57605,0.15761,350.71955,0.519,0.352212817,10,37.15735675,-63.93335787,-13.038,1,334.17,0.15761,152.013,4,2010
Leland Martin,Stone Cold Fingers (Bonus Track),honky tonk,187,0.272190152,0.44875,0.07709,175.62077,0.148,0.385143351,4,42.17963,-72.92483,-10.647,1,167.358,0.07709,159.968,4,0
Test Icicles,Snowball,grime,188,0.373464228,1.65865,0.20148,190.24934,0,0.682045692,4,37.15735675,-63.93335787,-4.172,0,185.289,0.20148,75.031,4,2005
Heaven 17,(We Don't Need This) Fascist Groove Thang,new romantic,189,0.461558452,0.87245,0.19248,255.16363,2.67,0.630928608,7,51.50632,-0.12714,-10.756,1,248.337,0.19248,150.837,4,1981
React,Drunk Alone,happy hardcore,190,0.247340584,0.37179,0.37179,120.2673,0.502,0.485107918,10,37.15735675,-63.93335787,-3.422,0,116.013,0.17,143.231,1,0
Sven Tasnadi,Charisma,tech house,191,0.306603641,0.95309,0.46982,557.26975,0,0.480047819,11,37.15735675,-63.93335787,-12.26,1,508.54,0.23362,123.993,4,0
Mance Lipscomb,Going Down Slow,texas blues,192,0.33238987,0.80806,0.80806,187.53261,0,0.450852685,11,30.38815,-96.0878,-23.527,1,180.355,0.40014,97.981,1,2000
Scott Wesley Brown,All Rise,modern rock,193,0.342406391,0.40638,0.40638,295.60118,2.125,0.497307512,2,33.74831,-84.39111,-9.435,1,290.65,0.40638,137.288,4,0
FlA!vio JosA(c),Jogo Limpo,brazil,194,0.295470991,0.1805,0.1805,252.02893,0.149,0.424278927,3,37.15735675,-63.93335787,-8.639,1,252.029,0.1805,168.323,4,0
Moss,Silent Hill,future jazz,195,0.389535576,1.64757,0.3732,329.35138,0,0.602555589,2,37.15735675,-63.93335787,-7.672,1,316.883,0.05381,111.079,4,2009
Pery Ribeiro,Our Love Is Here To Stay,bossa nova,196,0.312131222,0.89743,0.4445,180.00934,0.258,0.385417447,0,37.15735675,-63.93335787,-13.668,1,171.648,0.21804,133.009,4,0
Soular,Everything Changes,breakbeat,197,0.276702625,4.45323,2.817,244.45342,0,0.539181188,6,44.11559,-120.51484,-6.885,1,227.794,2.67534,146.577,5,0
Dimmu Borgir,Master Of Disharmony,black metal,198,0.599602643,1.34587,0.47161,282.53995,0.351,0.826075467,6,37.15735675,-63.93335787,-4.2,0,275.522,0.25359,140.458,3,1996
Public Image Ltd,(This Is Not A) Love Song (Live),dance rock,199,0.415517083,1.43656,0.98655,388.28363,2.49,0.684994897,0,51.50632,-0.12714,-16.433,1,383.994,0.75243,132.506,4,1983
Gary Moore,What Are We Here For,blues-rock,200,0.467110649,1.09248,0.70219,345.93914,0.416,0.761362238,2,54.5958,-5.93494,-6.951,1,339.754,0.50562,153.862,4,1997
Pascal Sangla,Une petite pause,french pop,201,0,0.57581,0.57581,243.1473,0.525,0.464481282,9,37.15735675,-63.93335787,-14.737,1,235.886,0.57581,93.238,4,2010
The B-52's,Wig,dance rock,202,0.537537201,0.45372,0.45372,261.74649,3.489,0.681598553,0,37.15735675,-63.93335787,-9.628,1,250.921,0.20062,124.086,4,1986
Dakis,Perasmena Mesanihta,greek,203,0,0.18093,0.18093,172.25098,0.449,0.336970428,2,37.15735675,-63.93335787,-8.46,0,165.727,0.18093,66.765,1,0
Sex Pistols,God Save the Queen (Live),punk,204,0.549204384,0.65479,0.24895,216.60689,0.177,0.73118423,9,37.15735675,-63.93335787,-3.736,1,214.192,0.0445,145.518,4,1988
Chris Brown,Forever,r&b,205,0.852186238,0.11182,0.11182,363.59791,0.09,0.892688611,1,37.15735675,-63.93335787,-4.376,1,353.913,0.11182,139.998,4,0
Deekline & Wizard,Sun Is Shining,breakbeat,206,0,1.69231,0.3668,271.77751,0,0.332330882,0,37.15735675,-63.93335787,-6.947,1,267.761,0.14552,90.648,3,2004
Daniela DessA!,New Age,opera,207,0,0.5637,0.13425,330.65751,0.229,0.349012002,2,44.41033,8.93889,-12.279,0,324.261,0.13425,140.334,4,0
Hem,Have Yourself A Merry Little Christmas,folk-pop,208,0.453435791,0.34565,0.34565,133.27628,0,0.632242851,5,40.71455,-74.00712,-15.736,1,117.661,0.34565,89.86,1,2005
Lily Allen,U Killed It,ska,209,0.535408379,0.43373,0.05059,264.69832,0,0.916058239,9,37.15735675,-63.93335787,-5.871,1,251.141,0.05059,156.097,4,2006
Pentangle,Rain And Snow,british invasion,210,0.333649141,0.3145,0.3145,228.51873,0.229,0.547078569,5,37.15735675,-63.93335787,-12.053,1,223.37,0.14212,179.501,1,0
DJ Dips,Gerra De De,turnablism,211,0.313989733,0.16804,0.16804,240.3522,0.132,0.392570166,1,37.15735675,-63.93335787,-6.248,1,233.465,0.16804,86.689,3,0
Ana Bekuta,Kako mi je pitas sad,pop folk,212,0.305074263,1.02179,0.6454,145.57995,0,0.326699728,0,37.15735675,-63.93335787,-13.703,1,140.527,0.45764,160.261,5,0
Jason Miles,Voices On The Corner,jazz fusion,213,0.371760895,1.97986,0.13473,235.80689,0.131,0.458055179,10,40.71455,-74.00712,-9.716,0,235.807,0.13473,101.03,4,0
Busdriver,(Bloody Paw On The) Kill Floor,alternative hip hop,214,0.349476327,0.68185,0.2964,192.1824,0.27,0.618002715,6,37.15735675,-63.93335787,-6.258,1,192.182,0.10319,155.038,4,2007
Byther Smith,I Wish My Mother Was Here,chicago blues,215,0.36228409,1.58983,0.39362,418.87302,0.264,0.465194733,1,31.55379,-90.10785,-11.702,1,411.481,0.09325,117.168,3,1989
Bebo & Cigala,Inolvidable,latin jazz,216,0.351624469,0.17434,0.17434,198.26893,0,0.483703807,2,37.15735675,-63.93335787,-14.509,0,193.782,0.17434,132.967,1,2003
Bizarre Inc,Miracle,breakbeat,217,0.354725755,1.72068,1.29819,420.10077,7.367,0.633817882,11,52.8029,-2.10633,-9.062,1,412.473,1.07786,139.91,4,1996
Bongzilla,Witch Weed (Live),stoner metal,218,0.446071584,1.86974,0.57631,397.26975,0.392,0.574400789,9,43.07295,-89.38669,-6.788,1,397.27,0.25336,95.882,4,1999
The Gone Jackals,Not Buried Deep Enough,blues-rock,219,0.353000688,0.68126,0.23462,229.79873,0.205,0.44104996,4,37.15735675,-63.93335787,-12.772,1,226.441,0.08525,135.175,3,1995
The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),western swing,220,0.173067999,1.26047,0.2832,150.64771,0,0.334628878,7,37.15735675,-63.93335787,-9.258,1,144.62,0.03978,121.983,3,0
Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Ernesto Nazareth,latin jazz,221,0.341904574,1.04714,0.68669,286.14485,0.485,0.560411686,9,-23.56287,-46.65466,-24.597,0,271.946,0.50692,169.775,3,0
S.U.P,The Cube (Live),doom metal,222,0.27238546,0.74275,0.30755,384.70485,0.254,0.406166635,11,37.15735675,-63.93335787,-8.161,0,351.01,0.30755,137.862,4,2001
Boogie Pimps,Get Back Down,hard house,223,0.365339653,0.47165,0.47165,415.03302,0,0.62799739,1,37.15735675,-63.93335787,-6.751,1,372.663,0.23761,83.326,3,0
Brian Keane,Battle Of The Rosebud / Cries,world beat,224,0.3008559,0.62429,0.62429,133.53751,2.235,0.453171007,4,31.1689,-100.07715,-29.295,1,133.538,0.62429,117.667,3,0
Aberdeen,Beyond the Light,twee pop,225,0.343275661,0.6871,0.6871,266.70975,0,0.583773265,9,37.15735675,-63.93335787,-12.658,1,257.225,0.24622,90.908,3,0
The Killers,Spaceman,rock,226,0.819588282,1.03982,0.25338,284.3424,0.206,0.918451789,4,37.15735675,-63.93335787,-6.546,1,267.685,0.05455,151.953,4,2008
Gloriana,Pulecenella 'e mA2,teen pop,227,0.47722519,0.88942,0.88942,179.06893,0.844,0.73699197,0,36.16778,-86.77836,-17.522,0,175.92,0.88942,161.054,4,0
Butterfly Temple,Iskorosten' (instr.),doom metal,228,0.366743932,0.76458,0.38884,100.5971,1.268,0.511000944,8,37.15735675,-63.93335787,-10.777,1,100.597,0.20097,159.895,5,0
Grant Geissman,Big Stax/High Volts (Album Version),smooth jazz,229,0.317248425,1.11054,0.1732,320.60036,0,0.422971308,9,30.24216,-89.60586,-9.993,1,303.044,0.1732,128.219,4,0
20/20,It Goes On,power pop,230,0.314882184,3.12601,2.53688,302.36689,14.588,0.50039601,6,37.15735675,-63.93335787,-12.99,1,284.595,2.23347,101.229,4,0
JosA(c) Augusto,Pecado De Amor,latin pop,231,0.322468155,0.52245,0.52245,284.70812,0,0.429544942,0,37.15735675,-63.93335787,-8.339,1,274.448,0.19975,98.859,4,0
Orbital,Illuminate,techno,232,0.498668875,0.89509,0.4155,327.8624,0.38,0.693009204,0,51.27562,0.17898,-6.531,1,316.447,0.17571,125.975,4,2001
Bone Thugs-N-Harmony / Akon,Never Forget Me,gangster rap,233,0.555138322,0.44481,0.05666,286.30159,0.177,0.81592342,1,37.15735675,-63.93335787,-6.933,1,273.601,0.05666,154.09,4,2007
Moonsorrow,Ukkosenjumalan poika,viking metal,234,0.442652003,0.93982,0.46604,356.49261,0.276,0.646618529,9,37.15735675,-63.93335787,-4.178,1,356.493,0.14177,124.237,4,2001
N.W.A.,A B***** Is A B***** (Edited),gangster rap,235,0.52040786,0.95072,0.33341,168.75057,0.281,0.747708669,9,34.05349,-118.24532,-8.91,1,165.86,0.33341,97.099,4,1989
Rage Against The Machine,Kick Out The Jams,rap metal,236,0.5890868,0.46699,0.46699,201.56036,0,0.783458021,9,37.15735675,-63.93335787,-2.069,1,201.56,0.25665,140.63,1,2000
Jazz Gillum,Me And My Buddy,chicago blues,237,0.282286406,0.58716,0.58716,185.67791,0.234,0.362800142,0,33.45081,-90.645,-16.844,0,178.765,0.30595,101.41,1,0
Rise Against,Amber Changing,hardcore punk,238,0.625080481,0.54425,0.25604,218.8273,0.194,0.847081688,4,37.15735675,-63.93335787,-3.803,1,218.827,0.113,186.254,4,2003
Ultraviolence,Murder Academy,gabba,239,0.374449431,0.5551,0.26867,303.04608,0.102,0.499939221,1,37.15735675,-63.93335787,-10.57,1,292.664,0.12794,210.47,4,1995
Korn,Hey Daddy,rap metal,240,0.558298348,0.74834,0.11878,224.522,0,0.829135422,7,37.15735675,-63.93335787,-6.694,1,214.941,0.11878,94.057,4,1999
Sir Neville Marriner,4 Sea Interludes Op. 33a: Storm,requiem,241,0.353034056,0.12893,0.12893,315.27138,0,0.430024987,4,37.15735675,-63.93335787,-16.753,1,303.45,0.12893,100.349,1,0
Agnes,I Need You Now,europop,242,0.441355562,0.84966,0.37107,275.06893,0,0.737540403,7,62.19845,17.55142,-4.376,1,271.296,0.37107,124.009,4,0
James Horner,Atmosphere Station,rock,243,0.491828704,2.91664,2.91664,191.81669,3.146,0.679519208,9,34.05349,-118.24532,-38.525,1,179.868,2.91664,90.084,1,1986
Tantric,Walk Away,post-grunge,244,0.467133519,0.14825,0.14825,177.24036,0.107,0.720808698,2,37.15735675,-63.93335787,-1.843,1,171.404,0.14825,106.698,1,2009
Mastodon,Shadows That Move,alternative metal,245,0.574274731,2.49921,0.20127,233.58649,0.229,0.780461749,2,37.15735675,-63.93335787,-3.937,1,233.586,0.20127,89.78,4,2001
Xcultures,Smile,gabba,246,0.266275286,1.21134,0.62753,38.3473,0,0.400433514,9,37.15735675,-63.93335787,-16.006,0,38.347,0.33773,107.177,7,2000
The Irish Tenors,Mountains Of Mourne,irish folk,247,0.374862616,1.09675,0.65712,100.85832,0,0.599019959,10,37.15735675,-63.93335787,-19.794,1,100.858,0.65712,152.258,4,0
U2,Kite Live from Sydney,dance rock,248,0.750311503,1.4142,0.52971,485.19791,4.923,0.843526543,3,37.15735675,-63.93335787,-7.614,1,474.517,0.52971,134.083,4,2007
Little Joe,Loco (Crazy),soul jazz,249,0.292801539,0.2401,0.2401,239.01995,0.187,0.454709911,5,37.15735675,-63.93335787,-10.274,1,230.545,0.2401,106.398,3,0
Korn,Ever Be,rap metal,250,0.558298348,0.34848,0.34848,288.49587,0.107,0.829135422,10,37.15735675,-63.93335787,-5.912,1,276.95,0.15981,160.022,3,2007
Blind Blake & The Royal Victoria Hotel Calypsos,Oh Look Misery,country blues,251,0.351345077,0.80322,0.21688,151.53587,0,0.521712214,7,30.33138,-81.6558,-7.108,1,145.734,0.21688,101.492,4,0
Percy Faith,Yesterdays,instrumental pop,252,0.388112774,0.88661,0.18997,160.28689,0.061,0.566796475,0,43.64856,-79.38533,-15.578,0,156.386,0.18997,86.141,4,0
Extreme,Teacher's Pet,funk metal,253,0.497711444,0.94816,0.42407,181.55057,0.133,0.717991696,1,37.15735675,-63.93335787,-9.334,1,173.761,0.16397,120.097,4,0
Alexandre Desplat,Palmer enquAate,soundtrack,254,0.560380805,0.56464,0.10177,70.26893,0,0.609816403,7,37.15735675,-63.93335787,-16.942,0,64.505,0.10177,128.173,4,2004
Prozak,Go To Hell,rap,255,0.37425994,0.59386,0.59386,173.24363,0.09,0.621213511,8,51.50632,-0.12714,-6.021,1,161.414,0.16834,88.835,4,0
Jerry Butler,Moon River - Original,chicago soul,256,0.389589781,0.07702,0.07702,155.74159,0.177,0.589259678,2,33.54243,-90.53727,-13.135,1,144.689,0.07702,105.24,4,0
Yvette Horner,La Plus Bath Des Javas,chanson,257,0.295889812,0.1822,0.1822,148.03546,0.404,0.411875463,7,37.15735675,-63.93335787,-6.893,1,141.427,0.1822,162.385,1,0
Delta 9,Infidel,gabba,258,0.409550595,1.56449,0.48327,94.06649,0,0.586000058,2,37.15735675,-63.93335787,-9.506,1,94.066,0.21636,109.636,5,0
Placebo,English Summer Rain,british pop,259,0.586433379,1.03723,0.48534,241.52771,0,0.804523521,10,37.15735675,-63.93335787,-7.255,0,229.837,0.07522,108.264,4,2003
Tam Tam Go!,Spanish Shuffle (Album Version),pop rock,260,0.316692162,0.86869,0.38598,226.82077,0.322,0.515044056,9,37.15735675,-63.93335787,-7.684,1,220.235,0.14402,119.524,4,0
Gertrudis,Intro,big beat,261,0.344814469,1.24011,0.63239,106.52689,4.104,0.444926413,9,37.15735675,-63.93335787,-12.385,0,106.527,0.34167,97.76,4,2009
Warrior King,Empress So Divine,roots reggae,262,0.413237884,0.2753,0.2753,224.28689,2.409,0.588370653,10,37.15735675,-63.93335787,-4.779,1,217.623,0.2753,241.877,4,2002
Soda Stereo,Terapia De Amor Intensiva,rock,263,0.466826993,1.9407,0.63157,340.29669,0.374,0.711165787,7,37.15735675,-63.93335787,-11.356,1,327.396,0.46721,91.328,4,1988
LORE,Haunting,trip hop,264,0.394127577,0.25594,0.25594,216.55465,3.17,0.510794577,8,37.15735675,-63.93335787,-8.147,1,209.537,0.25594,130.062,4,0
Soul Asylum,Lies Of Hate,hard rock,265,0.466775622,1.9281,1.05993,279.2224,2.009,0.690080124,11,37.15735675,-63.93335787,-6.582,0,265.834,0.47298,68.734,4,1998
Carl Doy with NZSO,The First Noel,progressive house,266,0.292656454,1.53215,0.28794,158.56281,0.223,0.342558954,2,37.15735675,-63.93335787,-16.527,1,153.211,0.28794,94.658,3,0
Horace Andy,Musical Episode,roots reggae,267,0.374271174,0.55116,0.55116,234.44853,0.374,0.626436382,10,18.01571,-76.79731,-10.173,0,222.546,0.55116,102.055,1,2005
Jimmy Wakely,Beautiful Brown eyes,classic country,268,0.291539727,0.24263,0.24263,155.95057,0.299,0.39413854,2,34.31109,-94.02978,-14.123,1,144.283,0.24263,109.065,1,2001
The Nightraver & The Magican,Drop the Bass,gabba,269,0.244243643,0.94024,0.28878,233.53424,0,0.341937434,6,37.15735675,-63.93335787,-5.483,1,226.04,0.28878,184.981,4,0
Rah Digga (Featuring Outsidaz),The Last Word (Amended Version),hip hop,270,0.411448143,0.03033,0.03033,256.80934,0,0.583231605,7,40.14323,-74.72671,-7.307,1,242.95,0.03033,201.802,3,2000
RUN-DMC,Hard Times,hip hop,271,0.606630152,1.46506,0.9623,234.65751,0.638,0.686988955,1,37.15735675,-63.93335787,-12.75,1,217.281,0.71179,119.67,4,1984
Bert Kaempfert And His Orchestra,Just As Much As Ever,orchestra,272,0.367639871,0.36771,0.36771,163.76118,3.286,0.386291901,0,37.15735675,-63.93335787,-10.328,1,157.994,0.08344,105.181,1,0
Hank Locklin,Filipino Baby,honky tonk,273,0.379436972,0.47606,0.05935,159.03302,0.318,0.635757022,9,37.15735675,-63.93335787,-9.668,1,150.065,0.05935,165.668,3,0
